Source,Destination,Flow_Path,Total_Latency_ms,Delta_Latency_ms,Representative_Flow_ID,Occurrence_Count,Multiple_Paths
UURWMEA120,DK_LEXINGTN_KY,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010  --(BN94, 0.520ms)-->  UJEWPNT030  --(7VM3, N/A)-->  DK_LEXINGTN_KY",1.02,0.0,1:CTmCnWIlysc6S3npWYHJDiPwxXI=,3,False
UURWMEA120,DK_LARGO_FL,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --2.2504ms-->] -> UJPWBRA010  --(2S61, 0.375ms)-->  UJEWBRA030  --(BC9Z, 6.500ms)-->  UJEWJKV030  --(7028, N/A)-->  DK_LARGO_FL",9.625394817824569,0.0,1:zKSPRCDlsBN8eCQqjJa31nu0hDc=,3,False
UURWMEA120,DK_GRRAPIDS_MI,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --3.0009ms-->] -> UJPWWPA010  --(B9N0, 0.335ms)-->  UJEWWPA030  --(B8N0, 0.500ms)-->  UJEWWPA040  --(7WM3, N/A)-->  DK_GRRAPIDS_MI",6.835927947788455,0.0,1:UE/peIZlpVMLi0IKw9PMdAoKvis=,3,False
UURWMEA120,DK_GRPRAIRI_TX,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(7ZU3, N/A)-->  DK_GRPRAIRI_TX",17.457595644342263,0.0,1:VGaex+p/ue+SmLvxjYaRtk441QE=,3,True
UURWMEA120,DK_GRPRAIRI_TX,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(7ZR3, N/A)-->  DK_GRPRAIRI_TX",17.457595644342263,0.0,1:DWycsR4O53EzmozWO/vmTbqbBpA=,3,True
UURWMEA120,DK_GREENVLL_TX,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(7XR3, N/A)-->  DK_GREENVLL_TX",17.457595644342263,0.0,1:PquQJ8+FwqWl3wzggsB7VBiJ/Ec=,3,False
UURWMEA120,DK_GREENVLL_SC,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --2.2504ms-->] -> UJPWBRA010  --(2S61, 0.375ms)-->  UJEWBRA030  --(BC9Z, 6.500ms)-->  UJEWJKV030  --(7P92, N/A)-->  DK_GREENVLL_SC",9.625394817824569,0.0,1:CwylTts4/0MIK7zuE63dmnZzS4U=,3,False
UURWMEA120,DK_GREENSBR_NC,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --2.2504ms-->] -> UJPWBRA010  --(2S61, 0.375ms)-->  UJEWBRA030  --(BS75, 4.500ms)-->  UJEWGOR030  --(BP0C, 0.500ms)-->  UJEWGOR040  --(7G42, N/A)-->  DK_GREENSBR_NC",8.125394817824569,0.0,1:+fcTfwwXp8K/a2QYUf+cxMoOW68=,3,False
UURWMEA120,DK_FT_WORTH_TX,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(7SG6, N/A)-->  DK_FT_WORTH_TX",17.457595644342263,0.0,1:Oi4+8xsMQ3t0Npmp1233fG26mAg=,3,False
UURWMEA120,DK_FTWORTH_TX,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(7YM3, N/A)-->  DK_FTWORTH_TX",17.457595644342263,0.0,1:MIO6WGX3tHd1zsBYTcLTMCwr05Q=,3,True
DK_MCDLLAFB_FL,UURWMEA110,"DK_MCDLLAFB_FL  --(75D2, N/A)-->  UJEWMAC040  --(B9Q2, N/A)-->  UJEWJKV040  --(B4Z0, 0.500ms)-->  UJEWJKV030  --(BC9Z, 6.500ms)-->  UJEWBRA030  --(2S61, 0.500ms)-->  UJPWBRA010 -> [UJP_MESH --2.2504ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",10.98039481782457,0.0,1:qdN53eVx8ZP2lUR28J69gBcDLQs=,3,True
DK_MARLBORO_MA,UURWMEA120,"DK_MARLBORO_MA  --(7UW2, N/A)-->  UJEWMEC030  --(BGF0, 0.500ms)-->  UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",3.385,0.0,1:ngloCqFfKX+x1mzV5Mm5LknDfPE=,3,False
DK_MARIETTA_GA,UURWMEA120,"DK_MARIETTA_GA  --(70S4, N/A)-->  UJEWGOR040  --(BP0C, 0.500ms)-->  UJEWGOR030  --(BS75, 4.000ms)-->  UJEWBRA030  --(2S61, 0.500ms)-->  UJPWBRA010 -> [UJP_MESH --2.2504ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",7.980394817824569,0.0,1:qjMcJP3c/DbPt+TZ1iURvAKpeNs=,3,False
DK_MANCHSTR_NH,UURWMEA120,"DK_MANCHSTR_NH  --(7A43, N/A)-->  UJEWHAN030  --(BEY4, 5.000ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",5.5,0.0,1:w8dnW9VZ5lflAXMME7t8IQB8Zek=,3,False
DK_KEYSER_WV,UURWMEA120,"DK_KEYSER_WV  --(7DF2, N/A)-->  UJEWKNO030  --(BRH4, 0.500ms)-->  UJEWKNO040  --(B01Q, 2.000ms)-->  UJEWWPA040  --(B8N0, 0.500ms)-->  UJEWWPA030  --(B9N0, 0.500ms)-->  UJPWWPA010 -> [UJP_MESH --3.0009ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",9.385927947788455,0.0,1:PLJ+YDymoeWyxYhkXiN5AzoGbA8=,3,False
DK_KENTWOOD_MI,UURWMEA120,"DK_KENTWOOD_MI  --(71X3, N/A)-->  UJEWWPA040  --(B8N0, 0.500ms)-->  UJEWWPA030  --(B9N0, 0.500ms)-->  UJPWWPA010 -> [UJP_MESH --3.0009ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",6.8859279477884545,0.0,1:cVC7idzF/UiVhIQuV032xlxXSK8=,3,False
DK_KELLEYBK_XX,UURWMEA120,"DK_KELLEYBK_XX  --(77F2, N/A)-->  UJEEKLB030  --(MYA2, 0.500ms)-->  UJEEKLB040  --(MT22, 0.500ms)-->  UJPEPTM010 -> [UJP_MESH --33.1252ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",34.855195689871636,0.0,1:fTwh2aMqFGrc6qw8aPJ4vgqWbc4=,3,False
DK_JUPITER_FL,UURWMEA120,"DK_JUPITER_FL  --(7MM6, N/A)-->  UJEWJKV030  --(BC9Z, 6.500ms)-->  UJEWBRA030  --(2S61, 0.500ms)-->  UJPWBRA010 -> [UJP_MESH --2.2504ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",9.98039481782457,0.0,1:rXMn3dEIUKfKRUSE96Gcb+9Gye4=,3,False
DK_LUFKIN_TX,UURWMEA120,"DK_LUFKIN_TX  --(7JN5, N/A)-->  UJEWSNA040  --(BVG1, 4.500ms)-->  UJPWTIN010 -> [UJP_MESH --9.3126ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",16.697595644342265,0.0,1:1hgjM0gd41IcN9dfq+b0+Z9+Bng=,3,False
DK_MIESAUAD_DE,UURWMEA120,"DK_MIESAUAD_DE  --(MXD4, N/A)-->  UJEELTM030  --(M2F2, 1.000ms)-->  UJPEPTM010 -> [UJP_MESH --33.1252ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",34.855195689871636,0.0,1:1aL0fK1jabfb8ciG/u8nUI6VUsM=,3,False
DK_MELBOURN_FL,UURWMEA120,"DK_MELBOURN_FL  --(702L, N/A)-->  UJEWJKV030  --(BC9Z, 6.500ms)-->  UJEWBRA030  --(2S61, 0.500ms)-->  UJPWBRA010 -> [UJP_MESH --2.2504ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",9.98039481782457,0.0,1:AWyvVQOPWtVZudVMSxkA8XfYdKM=,3,True
DK_MELBOURN_FL,UURWMEA120,"DK_MELBOURN_FL  --(701Z, N/A)-->  UJEWJKV030  --(BC9Z, 6.500ms)-->  UJEWBRA030  --(2S61, 0.500ms)-->  UJPWBRA010 -> [UJP_MESH --2.2504ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",9.98039481782457,0.0,1:siLPGiX/lPaQ+q8Z70jkwmx86TY=,3,True
DK_MCLEAN_VA,UURWMEA120,"DK_MCLEAN_VA  --(7Q92, N/A)-->  UJEWPNT030  --(BN94, 0.500ms)-->  UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",1.23,0.0,1:6CpwxDZ4+AFFngvbAoBgNrTD6o8=,3,False
UURWMEA120,DK_UNDTMNDL_Z1,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --11.7812ms-->] -> UJPWBCK010  --(247W, 1.915ms)-->  UJEWCAR030  --(BEZ7, 0.500ms)-->  UJEWCHM030  --(7802, N/A)-->  DK_UNDTMNDL_Z1",17.196191339326308,14.541191339326307,1:Np7qExcX16YuA8Oye7CdfplDjg0=,3,True
DK_MCDLLAFB_FL,UURWMEA120,"DK_MCDLLAFB_FL  --(75D2, N/A)-->  UJEWMAC040  --(B9Q2, N/A)-->  UJEWJKV040  --(B4Z0, 0.500ms)-->  UJEWJKV030  --(BC9Z, 6.500ms)-->  UJEWBRA030  --(2S61, 0.500ms)-->  UJPWBRA010 -> [UJP_MESH --2.2504ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",10.48039481782457,0.0,1:Qdm2AubeF6+G45l/wTtXOz53Efk=,3,True
UURWMEA120,DK_FTWORTH_TX,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(7GB4, N/A)-->  DK_FTWORTH_TX",17.457595644342263,0.0,1:K3swpCnLFJdLec4Vjs+FQwVIn7Y=,3,True
UURWMEA120,DK_FTWAYNE_IN,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --3.0009ms-->] -> UJPWWPA010  --(B9N0, 0.335ms)-->  UJEWWPA030  --(B8N0, 0.500ms)-->  UJEWWPA040  --(71C4, N/A)-->  DK_FTWAYNE_IN",6.835927947788455,0.0,1:c2n3MZldiSVDwYkwzUZ3awatgN4=,3,False
DO_NSAMCNCS_PA,UURWMEA110,"DO_NSAMCNCS_PA  --(7WR1, N/A)-->  UJEWMEC030  --(BGF0, 0.500ms)-->  UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",2.885,0.0,1:SEn3rNwjBCa7ZXcOUUEWsufrv88=,3,False
DK_YORK_PA,UURWMEA120,"DK_YORK_PA  --(7YZ4, N/A)-->  UJEWPHI030  --(BJV4, 2.000ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",2.5,0.0,1:bLlhAV/rgmw5PJ1FASUewUWlLLc=,3,True
DK_YORK_PA,UURWMEA120,"DK_YORK_PA  --(7XV2, N/A)-->  UJEWPHI030  --(BJV4, 2.000ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",2.5,0.0,1:vROJGTQYHvwTubifsML1gB65rJY=,3,True
UURWMEA120,DK_HUDSON_NH,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BEY4, 5.000ms)-->  UJEWHAN030  --(71R2, N/A)-->  DK_HUDSON_NH",5.5,0.0,1:YTEHUo6sFwQLFxbWoHakHM1D/Ig=,3,False
UURWMEA120,DK_HOUSTON_TX,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(7EF4, N/A)-->  DK_HOUSTON_TX",17.457595644342263,0.0,1:+UYdEq8jV37McCvSsUZ5R8aKPWo=,3,False
UURWMEA120,DK_HNSCMAFB_MA,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BEY4, 5.000ms)-->  UJEWHAN030  --(74G3, N/A)-->  DK_HNSCMAFB_MA",5.5,0.0,1:u2HU4JrmGqUwATUu6syWKnKjjKs=,3,False
DK_WOBURN_MA,UURWMEA120,"DK_WOBURN_MA  --(7WM2, N/A)-->  UJEWHAN030  --(BEY4, 5.000ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",5.5,0.0,1:bLL8ZcRFMtg1iMJdjnbS34lvlBI=,3,False
UURWMEA120,DK_ENDICOTT_NY,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BJV4, 2.000ms)-->  UJEWPHI030  --(7BG3, N/A)-->  DK_ENDICOTT_NY",2.5,0.0,1:u7CB1SjM4CY0Xq7C0r2HqQrHXX4=,3,True
UURWMEA120,DK_EGLINAFB_FL,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --6.3548ms-->] -> UJPWEGL010  --(BR11, 0.330ms)-->  UJEWEGL030  --(7L15, N/A)-->  DK_EGLINAFB_FL",7.1847947586315195,0.0,1:RIUB8rpmspLpCdeg8yAQqlYl11M=,3,False
DK_NSAMCNCS_PA,UURWMEA120,"DK_NSAMCNCS_PA  --(7YU2, N/A)-->  UJEWMEC030  --(BGF0, 0.500ms)-->  UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",3.385,0.0,1:vZS9ZLRMkD4B93PDEhpJpYiMjWs=,3,True
DK_WNDSRLKS_CT,UURWMEA120,"DK_WNDSRLKS_CT  --(7AW2, N/A)-->  UJEWPHI030  --(BJV4, 2.000ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",2.5,0.0,1:Rbm31gmYCmtqKsVxFeUSlwG8+x0=,3,False
DK_WICHITA_KS,UURWMEA120,"DK_WICHITA_KS  --(7FH3, N/A)-->  UJEWWPA040  --(B8N0, 0.500ms)-->  UJEWWPA030  --(B9N0, 0.500ms)-->  UJPWWPA010 -> [UJP_MESH --3.0009ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",6.8859279477884545,0.0,1:H/KUtxPu5UmoAlnh4uqNuOn5rus=,3,False
DK_NSAMCNCS_PA,UURWMEA110,"DK_NSAMCNCS_PA  --(7JHX, N/A)-->  UJEWMEC040  --(BR20, 0.500ms)-->  UJEWMEC030  --(BGF0, 0.500ms)-->  UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",3.385,0.5,1:aFKFtCprbYOYHfMYrRCt43gC+Dg=,3,True
DK_NSAMCNCS_PA,UURWMEA110,"DK_NSAMCNCS_PA  --(75GX, N/A)-->  UJEWMEC030  --(BGF0, 0.500ms)-->  UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",2.885,0.0,1:4J5PXwceLLgtnNP9+fGicKpW9mQ=,3,True
DK_NRTHAPTN_MA,UURWMEA120,"DK_NRTHAPTN_MA  --(7NW2, N/A)-->  UJEWMEC030  --(BGF0, 0.500ms)-->  UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",3.385,0.0,1:PGcbFK0Ok6jbflnVIgJfUcffck4=,3,False
DK_NASHUA_NH,UURWMEA120,"DK_NASHUA_NH  --(7HX2, N/A)-->  UJEWHAN030  --(BEY4, 5.000ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",5.5,0.0,1:txk630BzH35fmNgeQSHSBCpPgiY=,3,False
DK_MOORSTWN_NJ,UURWMEA120,"DK_MOORSTWN_NJ  --(7EW2, N/A)-->  UJEWHAN030  --(BEY4, 5.000ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",5.5,0.0,1:6AGBsqAHFro6090tMnL3d6orIhM=,3,False
DK_MONROVLL_PA,UURWMEA120,"DK_MONROVLL_PA  --(7JF2, N/A)-->  UJEWMEC030  --(BGF0, 0.500ms)-->  UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",3.385,0.0,1:2tZJAy5r2DfG8i1MA/H5i9/OwtY=,3,False
UURWMEA120,DK_EARLENWS_NJ,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BEY4, 5.000ms)-->  UJEWHAN030  --(7T15, N/A)-->  DK_EARLENWS_NJ",5.5,0.0,1:9e0YaRayu5vCUduSq+hsBpHnhkY=,3,False
DK_MANASSAS_VA,UURWMEA120,"DK_MANASSAS_VA  --(7M45, N/A)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",0.5,0.0,1:zffOnHun/QrCIZ4n7Q6qG5Vorao=,3,False
DK_MALABAR_FL,UURWMEA120,"DK_MALABAR_FL  --(702C, N/A)-->  UJEWJKV030  --(BC9Z, 6.500ms)-->  UJEWBRA030  --(2S61, 0.500ms)-->  UJPWBRA010 -> [UJP_MESH --2.2504ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",9.98039481782457,0.0,1:W7toILCme1A6EGEknw7pWxVUI4o=,3,False
DK_LYNN_MA,UURWMEA120,"DK_LYNN_MA  --(7HW2, N/A)-->  UJEWMEC030  --(BGF0, 0.500ms)-->  UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",3.385,0.0,1:ZzLNIWvnzsz18w7ffPZysr8S9rI=,3,False
DK_LUKEAFB_AZ,UURWMEA120,"DK_LUKEAFB_AZ  --(7KS2, N/A)-->  UJEWLUK030  --(B8U2, 3.500ms)-->  UJEWNIS030  --(BBT0, 0.500ms)-->  UJEWNIS040  --(2SF0,BBSS,BC6X,BC6Y,BC6Z,BE87,BXE1, 14.000ms)-->  UJPWBCK010 -> [UJP_MESH --11.7812ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",32.6661913393263,0.0,1:bNQI8dALqbTMZ2GX6Oidr2aoAr0=,3,False
UURWMEA120,DK_DCMAEAPW_CT,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BEY4, 5.000ms)-->  UJEWHAN030  --(7YA3, N/A)-->  DK_DCMAEAPW_CT",5.5,0.0,1:ps83ifgEnR0Wt3tDY5yojGQWBLY=,3,False
UURWMEA120,DK_DALLAS_TX,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(7YP5, N/A)-->  DK_DALLAS_TX",17.457595644342263,0.0,1:beLRMAG4si24CrJ0KSdKLuLEBs8=,3,False
UURWMEA120,DK_CRESTVIW_FL,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --2.2504ms-->] -> UJPWBRA010  --(2S61, 0.375ms)-->  UJEWBRA030  --(BC9Z, 6.500ms)-->  UJEWJKV030  --(7NA5, N/A)-->  DK_CRESTVIW_FL",9.625394817824569,0.0,1:qv75dxYKTyUuRNYfDjaSlAiIne4=,3,False
UURWMEA120,DK_CRANSTON_RI,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010  --(BGF0, 0.340ms)-->  UJEWMEC030  --(7AC3, N/A)-->  DK_CRANSTON_RI",3.34,0.0,1:gC6A83lI1x7fsapCCgzsJyR8N38=,3,False
UURWMEA120,DK_YORK_PA,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BJV4, 2.000ms)-->  UJEWPHI030  --(7XV2, N/A)-->  DK_YORK_PA",2.5,0.0,1:R8NbNvJrRu57EBNNSYIz2mcZEkA=,3,True
UURWMEA120,DK_WOBURN_MA,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BEY4, 5.000ms)-->  UJEWHAN030  --(7WM2, N/A)-->  DK_WOBURN_MA",5.5,0.0,1:bLL8ZcRFMtg1iMJdjnbS34lvlBI=,3,False
UURWMEA120,DK_CLIFTON_NJ,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010  --(BGF0, 0.340ms)-->  UJEWMEC030  --(7RF3, N/A)-->  DK_CLIFTON_NJ",3.34,0.0,1:mJOXyhK8B00/md5B8+wTNb+z7wo=,3,False
UURWMEA120,DK_CLEVELND_OH,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --3.0009ms-->] -> UJPWWPA010  --(B9N0, 0.335ms)-->  UJEWWPA030  --(B8N0, 0.500ms)-->  UJEWWPA040  --(B01Q, 2.000ms)-->  UJEWKNO040  --(BRH4, 0.500ms)-->  UJEWKNO030  --(7LK4, N/A)-->  DK_CLEVELND_OH",9.335927947788456,0.0,1:yC9IQg6V666OzqMHQVciVGruvHs=,3,False
DK_ORLANDO_FL,UURWMEA120,"DK_ORLANDO_FL  --(7KW4, N/A)-->  UJEWJKV030  --(BC9Z, 6.500ms)-->  UJEWBRA030  --(2S61, 0.500ms)-->  UJPWBRA010 -> [UJP_MESH --2.2504ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",9.98039481782457,2.0,1:HWhwteYOm+AfTikB0S9vsr/TrUc=,3,True
DK_ORLANDO_FL,UURWMEA120,"DK_ORLANDO_FL  --(7KA5, N/A)-->  UJEWJKV030  --(BC9Z, 6.500ms)-->  UJEWBRA030  --(2S61, 0.500ms)-->  UJPWBRA010 -> [UJP_MESH --2.2504ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",9.98039481782457,2.0,1:oSQklYnhBVi6ppH8+cg//FKcKHk=,3,True
DK_ORLANDO_FL,UURWMEA120,"DK_ORLANDO_FL  --(7HE5, N/A)-->  UJEWJKV030  --(BC9Z, 6.500ms)-->  UJEWBRA030  --(2S61, 0.500ms)-->  UJPWBRA010 -> [UJP_MESH --2.2504ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",9.98039481782457,2.0,1:L2xQDEzmVjBmR0t3eEG5M9JE5/c=,3,True
DK_OLDSMAR_FL,UURWMEA120,"DK_OLDSMAR_FL  --(702G, N/A)-->  UJEWJKV030  --(BC9Z, 6.500ms)-->  UJEWBRA030  --(2S61, 0.500ms)-->  UJPWBRA010 -> [UJP_MESH --2.2504ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",9.98039481782457,0.0,1:Ld9Jp4sJQWgSZe64H59aTQK+s8I=,3,False
UURWMEA120,DK_FTGRGADM_VA,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --0.1081ms-->] -> UJPWBEL010  --(BDR0, 0.345ms)-->  UJEWBEL030  --(BC8U, 2.000ms)-->  UJEWLEE030  --(74Y2, N/A)-->  DK_FTGRGADM_VA",2.9531394106054787,0.0,1:uXtKfM/+zO1CH/uVthncZp588HQ=,3,True
