Flow_ID,Source_IP,Dest_IP,Source,Destination,Flow_Path,Total_Latency_ms
1:9kztV412mbucCnMoUfnwKLGWBts=,131.68.4.34,214.36.199.2,DK_STPRSBG_FL,UURWMEA110,"DK_STPRSBG_FL  --(701T, N/A)-->  UJEWJKV030  --(BC9Z, 6.500ms)-->  UJEWBRA030  --(2S61, 0.500ms)-->  UJPWBRA010 -> [UJP_MESH --2.2504ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",10.48039481782457
1:Rw4dPkBlHaThL4J7TT/t9/ih7a8=,209.22.80.162,214.36.198.20,DK_MCDLLAFB_FL,UURWMEA120,"DK_MCDLLAFB_FL  --(7W72, N/A)-->  UJEWMAC030  --(BQ75, 0.500ms)-->  UJEWMAC040  --(B9Q2, N/A)-->  UJEWJKV040  --(B4Z0, 0.500ms)-->  UJEWJKV030  --(BC9Z, 6.500ms)-->  UJEWBRA030  --(2S61, 0.500ms)-->  UJPWBRA010 -> [UJP_MESH --2.2504ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",10.98039481782457
1:3hzPVAZOAD8o5ODIVQIafXYoy2U=,214.36.132.170,20.35.194.194,UURWMEA110,DK_ASHBURN_VA,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010  --(BN94, 0.520ms)-->  UJEWPNT030  --(BFD4, 0.500ms)-->  UJEWPNT040  --(7ERM, N/A)-->  DK_ASHBURN_VA",2.02
1:X/ua2kHe5b2pZaE1ptlFtEEclWA=,131.67.203.34,214.36.199.3,DK_AMARILLO_TX,UURWMEA120,"DK_AMARILLO_TX  --(71N3, N/A)-->  UJEWSNA040  --(BVG1, 4.500ms)-->  UJPWTIN010 -> [UJP_MESH --9.3126ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",16.697595644342265
1:aqo2JgQH1r5pGg+9pyGz3iRcrc8=,214.36.199.2,131.66.84.34,UURWMEA110,DK_JOHNSTWN_PA,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010  --(BGF0, 0.340ms)-->  UJEWMEC030  --(7X13, N/A)-->  DK_JOHNSTWN_PA",2.84
1:st3opoa+qF6A/eaFHUp6W2XVihE=,131.67.254.34,214.36.199.2,DK_WESTON_FL,UURWMEA110,"DK_WESTON_FL  --(7025, N/A)-->  UJEWJKV030  --(BC9Z, 6.500ms)-->  UJEWBRA030  --(2S61, 0.500ms)-->  UJPWBRA010 -> [UJP_MESH --2.2504ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",10.48039481782457
1:GOz8whshoZ3jCr8B98Nazhd6k/k=,131.67.181.34,214.36.199.3,DK_SANANTON_TX,UURWMEA120,"DK_SANANTON_TX  --(7P05, N/A)-->  UJEWSNA040  --(BVG1, 4.500ms)-->  UJPWTIN010 -> [UJP_MESH --9.3126ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",16.697595644342265
1:RJ+DvEIjJuCWGUAggGGhVjsB9z8=,131.66.70.34,214.36.199.3,DK_JOHNSTWN_PA,UURWMEA120,"DK_JOHNSTWN_PA  --(7023, N/A)-->  UJEWMEC030  --(BGF0, 0.500ms)-->  UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",3.385
1:n731BMfKUHdgqdw70smLly4RedA=,131.66.15.34,214.36.199.3,DK_CHANTLLY_VA,UURWMEA120,"DK_CHANTLLY_VA  --(7KT2, N/A)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",0.5
1:dkd0MBYsjLeP3fEJ/ITJZv1/F+o=,159.77.20.2,214.36.199.2,DK_PENTAGON_DC,UURWMEA110,"DK_PENTAGON_DC  --(7QUX, N/A)-->  UJEWPNT030  --(BN94, 0.500ms)-->  UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",1.73
1:qeChSqdBpP94HOEoQvjjbja8diI=,140.20.208.105,214.36.198.20,DK_ASHBURN_VA,UURWMEA120,"DK_ASHBURN_VA  --(7ERM, N/A)-->  UJEWPNT040  --(BFD4, 0.500ms)-->  UJEWPNT030  --(BN94, 0.500ms)-->  UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",1.73
1:yvHgFxoNksO90buLdbTAtLmKRHg=,131.67.234.34,214.36.199.3,DK_OKLAHMCY_OK,UURWMEA120,"DK_OKLAHMCY_OK  --(7NF4, N/A)-->  UJEWSNA040  --(BVG1, 4.500ms)-->  UJPWTIN010 -> [UJP_MESH --9.3126ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",16.697595644342265
1:V67tpHMepOgd167t9TeacDuZzyU=,214.36.199.2,131.67.250.34,UURWMEA110,DK_MELBOURN_FL,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --2.2504ms-->] -> UJPWBRA010  --(2S61, 0.375ms)-->  UJEWBRA030  --(BC9Z, 6.500ms)-->  UJEWJKV030  --(701X, N/A)-->  DK_MELBOURN_FL",10.125394817824569
1:wWkk5+8C/qJZv6wJvCCb8wsT1yU=,214.36.199.2,209.22.80.162,UURWMEA110,DK_MCDLLAFB_FL,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --2.2504ms-->] -> UJPWBRA010  --(2S61, 0.375ms)-->  UJEWBRA030  --(BC9Z, 6.500ms)-->  UJEWJKV030  --(B4Z0, 0.500ms)-->  UJEWJKV040  --(B9Q2, N/A)-->  UJEWMAC040  --(BQ75, 0.500ms)-->  UJEWMAC030  --(7W72, N/A)-->  DK_MCDLLAFB_FL",11.125394817824569
1:grMRx2UrZ29+47CiEvGJFj/GAR8=,131.67.203.34,214.36.199.3,DK_AMARILLO_TX,UURWMEA120,"DK_AMARILLO_TX  --(71N3, N/A)-->  UJEWSNA040  --(BVG1, 4.500ms)-->  UJPWTIN010 -> [UJP_MESH --9.3126ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",16.697595644342265
1:SkpyWvVjhhNxiLh/FtidE0MUKuQ=,131.66.150.34,214.36.199.2,DK_GREENSBR_NC,UURWMEA110,"DK_GREENSBR_NC  --(7G42, N/A)-->  UJEWGOR040  --(BP0C, 0.500ms)-->  UJEWGOR030  --(BS75, 4.000ms)-->  UJEWBRA030  --(2S61, 0.500ms)-->  UJPWBRA010 -> [UJP_MESH --2.2504ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",8.48039481782457
1:B+ZlUptJb+HK81F8x2aQYnFXqz0=,214.36.198.20,131.68.74.34,UURWMEA120,DK_OTTAWA_CA,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(B3Q2, N/A)-->  UJEWDRU030  --(BWY0, 1.000ms)-->  UJEWDRU040  --(7GR6, N/A)-->  DK_OTTAWA_CA",1.0
1:7j0I1BW5dCBRqNDsxZ4HoDlTJ7M=,159.77.140.17,214.36.199.2,DK_KELLEYBK_XX,UURWMEA110,"DK_KELLEYBK_XX  --(77F2, N/A)-->  UJEEKLB030  --(MYA2, 0.500ms)-->  UJEEKLB040  --(MT22, 0.500ms)-->  UJPEPTM010 -> [UJP_MESH --33.1252ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",35.355195689871636
1:Rfvj2cgyRsGYfDns9nnVDhgnoKQ=,214.36.199.2,131.67.158.34,UURWMEA110,DK_CINCINNT_OH,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --3.0009ms-->] -> UJPWWPA010  --(B9N0, 0.335ms)-->  UJEWWPA030  --(B8N0, 0.500ms)-->  UJEWWPA040  --(B01Q, 2.000ms)-->  UJEWKNO040  --(BRH4, 0.500ms)-->  UJEWKNO030  --(77P3, N/A)-->  DK_CINCINNT_OH",8.835927947788456
1:hmdxD/ww4wpnGOgvq7emqU6oAyM=,214.36.199.3,131.66.242.34,UURWMEA120,DK_BLOOMFLD_CT,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BJV4, 2.000ms)-->  UJEWPHI030  --(77G3, N/A)-->  DK_BLOOMFLD_CT",2.5
1:CwylTts4/0MIK7zuE63dmnZzS4U=,214.36.199.3,131.66.152.34,UURWMEA120,DK_GREENVLL_SC,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --2.2504ms-->] -> UJPWBRA010  --(2S61, 0.375ms)-->  UJEWBRA030  --(BC9Z, 6.500ms)-->  UJEWJKV030  --(7P92, N/A)-->  DK_GREENVLL_SC",9.625394817824569
1:gYmZLv2VHbGLfgBn7CbgVY2/ShA=,214.36.198.20,131.67.203.34,UURWMEA120,DK_AMARILLO_TX,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(71N3, N/A)-->  DK_AMARILLO_TX",17.457595644342263
1:bDb+WszyIJuzkXn8g8/cN0xGMMc=,214.36.198.20,131.67.211.34,UURWMEA120,DK_GREENVLL_TX,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(7XR3, N/A)-->  DK_GREENVLL_TX",17.457595644342263
1:AEqAOfNq9DPzX9iNAVzwTDt6wzM=,131.68.154.34,214.36.199.3,DK_MCKINNEY_TX,UURWMEA120,"DK_MCKINNEY_TX  --(7ET5, N/A)-->  UJEWSNA040  --(BVG1, 4.500ms)-->  UJPWTIN010 -> [UJP_MESH --9.3126ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",16.697595644342265
1:iAP+gfK/WnkVNVxVW2siXLWEP64=,131.67.209.34,214.36.199.2,DK_GRPRAIRI_TX,UURWMEA110,"DK_GRPRAIRI_TX  --(7ZR3, N/A)-->  UJEWSNA040  --(BVG1, 4.500ms)-->  UJPWTIN010 -> [UJP_MESH --9.3126ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",16.197595644342265
1:u8XQS45nvefE801u9eNSMUf6kMU=,131.67.254.34,214.36.198.20,DK_WESTON_FL,UURWMEA120,"DK_WESTON_FL  --(7025, N/A)-->  UJEWJKV030  --(BC9Z, 6.500ms)-->  UJEWBRA030  --(2S61, 0.500ms)-->  UJPWBRA010 -> [UJP_MESH --2.2504ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",9.98039481782457
1:C1fFPYw3I2pYwq6E+EtCum+7ON0=,214.36.199.3,131.67.234.34,UURWMEA120,DK_OKLAHMCY_OK,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(7NF4, N/A)-->  DK_OKLAHMCY_OK",17.457595644342263
1:xOGHlzRwRJZK6e9M9RfyHULjE6I=,214.36.199.3,131.68.50.34,UURWMEA120,DK_OLDSMAR_FL,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --2.2504ms-->] -> UJPWBRA010  --(2S61, 0.375ms)-->  UJEWBRA030  --(BC9Z, 6.500ms)-->  UJEWJKV030  --(702G, N/A)-->  DK_OLDSMAR_FL",9.625394817824569
1:NRCWGt+36xuhYm/YR7zVzBdpysU=,214.36.199.3,131.66.123.34,UURWMEA120,DK_DCMAPWNW_ME,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BJV4, 2.000ms)-->  UJEWPHI030  --(7N03, N/A)-->  DK_DCMAPWNW_ME",2.5
1:yC9IQg6V666OzqMHQVciVGruvHs=,214.36.198.20,131.68.126.34,UURWMEA120,DK_CLEVELND_OH,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --3.0009ms-->] -> UJPWWPA010  --(B9N0, 0.335ms)-->  UJEWWPA030  --(B8N0, 0.500ms)-->  UJEWWPA040  --(B01Q, 2.000ms)-->  UJEWKNO040  --(BRH4, 0.500ms)-->  UJEWKNO030  --(7LK4, N/A)-->  DK_CLEVELND_OH",9.335927947788456
1:FCDWrJJg70AgnPrkB3bkDLeuv0I=,131.67.217.34,214.36.198.20,DK_FTSMHSTN_TX,UURWMEA120,"DK_FTSMHSTN_TX  --(7LA4, N/A)-->  UJEWSHO040  --(B0W2, 5.000ms)-->  UJEWTIN040  --(BP0G, 0.500ms)-->  UJEWTIN030  --(BE0C, 0.500ms)-->  UJPWTIN010 -> [UJP_MESH --9.3126ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",18.197595644342265
1:JmomdByA/qk04lXTQ0swOE2/RPo=,159.77.150.35,214.36.199.3,DK_PATCHBK_DE,UURWMEA120,"DK_PATCHBK_DE  --(M7U4, N/A)-->  UJEEPTM040  --(M8C1, 0.500ms)-->  UJEEPTM030  --(MVU1, 0.500ms)-->  UJPEPTM010 -> [UJP_MESH --33.1252ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(268Q, N/A)-->  UURWMEA120",34.855195689871636
1:QDXaQ7Y6iqb1xzSpmLlIqeaUU+Y=,214.36.198.20,159.77.88.2,UURWMEA120,DK_NSAMCNCS_PA,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010  --(BGF0, 0.340ms)-->  UJEWMEC030  --(75GX, N/A)-->  DK_NSAMCNCS_PA",3.34
1:dCZ7uTOZlFJTcKEa9bnQb9Gsf/k=,131.68.83.34,214.36.199.2,DX_BEASMLSB_GB,UURWMEA110,"DX_BEASMLSB_GB  --(7XT5, N/A)-->  UJEEMEN030  --(MJZ1, 2.000ms)-->  UJPEETM010 -> [UJP_MESH --28.7562ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",33.14118004136484
1:/PbwfBO9oTkYQaYS2SZ1rXYyhJU=,214.36.199.3,131.66.221.34,UURWMEA120,DK_FARMNGDL_NY,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BJV4, 2.000ms)-->  UJEWPHI030  --(7LQ3, N/A)-->  DK_FARMNGDL_NY",2.5
1:LlYvZF81Nqs0Q/LDjnTb0egMs2E=,214.36.199.3,131.67.187.34,UURWMEA120,DK_STRLNGGHT_MI,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --3.0009ms-->] -> UJPWWPA010  --(B9N0, 0.335ms)-->  UJEWWPA030  --(B8N0, 0.500ms)-->  UJEWWPA040  --(72C4, N/A)-->  DK_STRLNGGHT_MI",6.835927947788455
1:P/8JkxUQv6WhHTI4CnTsudDlctM=,214.36.199.2,160.137.16.3,UURWMEA110,DK_SNANTISC_TX,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(7HKX, N/A)-->  DK_SNANTISC_TX",16.957595644342263
1:tmRU6sux8Wj4QZ6CksV7ruswr84=,214.36.198.20,209.22.105.3,UURWMEA120,DK_FTHUACHC_AZ,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --11.7812ms-->] -> UJPWBCK010  --(247W, 1.915ms)-->  UJEWCAR030  --(BVJ0, 0.500ms)-->  UJEWCAR040  --(BC8P, 9.500ms)-->  UJEWHUA040  --(73F0, N/A)-->  DK_FTHUACHC_AZ",26.696191339326308
1:RykTEdoI9tDrMAolNgQOAJFk9Fc=,131.66.18.34,214.36.199.2,DX_JKSVLNAS_FL,UURWMEA110,"DX_JKSVLNAS_FL  --(7975, N/A)-->  UJEWJKV030  --(BC9Z, 6.500ms)-->  UJEWBRA030  --(2S61, 0.500ms)-->  UJPWBRA010 -> [UJP_MESH --2.2504ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",10.48039481782457
1:0vamf08I0VDdNfH1elnc7Z6jdlY=,20.35.195.98,214.36.75.59,DK_ASHBURN_VA,UURWMEA110,"DK_ASHBURN_VA  --(7BRM, N/A)-->  UJEWBEL030  --(BDR0, 0.500ms)-->  UJPWBEL010 -> [UJP_MESH --0.1081ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",1.8381394106054785
1:oZxSWfRIciQGuWwQFMnyYQdNtKk=,140.13.97.5,214.36.199.2,DK_ASHBURN_VA,UURWMEA110,"DK_ASHBURN_VA  --(7BRM, N/A)-->  UJEWBEL030  --(BDR0, 0.500ms)-->  UJPWBEL010 -> [UJP_MESH --0.1081ms-->] -> UJPWPNT010  --(BVW2, 0.730ms)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",1.8381394106054785
1:XoGcQuOtHHT4UDwtxL58IITNMLQ=,214.36.198.20,131.67.212.34,UURWMEA120,DK_TULSA_OK,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(7ML3, N/A)-->  DK_TULSA_OK",17.457595644342263
1:Of4V7hC0pNNI3gUevYoFlQhmcmg=,214.36.199.3,131.68.126.34,UURWMEA120,DK_CLEVELND_OH,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --3.0009ms-->] -> UJPWWPA010  --(B9N0, 0.335ms)-->  UJEWWPA030  --(B8N0, 0.500ms)-->  UJEWWPA040  --(B01Q, 2.000ms)-->  UJEWKNO040  --(BRH4, 0.500ms)-->  UJEWKNO030  --(7LK4, N/A)-->  DK_CLEVELND_OH",9.335927947788456
1:pvfJSOLTk08MHCBZOAbP2t1Cg5E=,214.36.199.2,131.67.236.34,UURWMEA110,DK_HOUSTON_TX,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --9.3126ms-->] -> UJPWTIN010  --(BVG1, 5.145ms)-->  UJEWSNA040  --(7EF4, N/A)-->  DK_HOUSTON_TX",16.957595644342263
1:9oXNe0fnqxVaD4956ZeiUVHiMjE=,214.36.199.3,159.77.88.3,UURWMEA120,DK_NSAMCNCS_PA,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010  --(BGF0, 0.340ms)-->  UJEWMEC030  --(BR20, 0.500ms)-->  UJEWMEC040  --(7JHX, N/A)-->  DK_NSAMCNCS_PA",3.84
1:f79jwtU++a1uhgKW/nJUHwYgIxY=,214.36.199.3,131.66.0.131,UURWMEA120,DK_FTGRGADM_VA,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --0.1081ms-->] -> UJPWBEL010  --(BDR0, 0.345ms)-->  UJEWBEL030  --(BC8U, 2.000ms)-->  UJEWLEE030  --(BRX0, 0.500ms)-->  UJEWLEE040  --(7E33, N/A)-->  DK_FTGRGADM_VA",3.4531394106054787
1:7j0I1BW5dCBRqNDsxZ4HoDlTJ7M=,214.36.199.2,159.77.140.17,UURWMEA110,DK_KELLEYBK_XX,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --33.1252ms-->] -> UJPEPTM010  --(MT22, 0.600ms)-->  UJEEKLB040  --(MYA2, 0.500ms)-->  UJEEKLB030  --(77F2, N/A)-->  DK_KELLEYBK_XX",35.22519568987164
1:p8EZGmF4DcvkWWrtDzbXYteOnIA=,214.36.199.2,140.13.81.5,UURWMEA110,DK_SAN_JOSE_CA,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --18.2209ms-->] -> UJPWMIR010  --(B491, 0.325ms)-->  UJEWMIR030  --(7NPN, N/A)-->  DK_SAN_JOSE_CA",21.0458535654521
1:TiWqd10x+45qbrIR5Y0oJIivcRo=,131.67.90.34,214.36.199.2,DK_LUKEAFB_AZ,UURWMEA110,"DK_LUKEAFB_AZ  --(7KS2, N/A)-->  UJEWLUK030  --(B8U2, 3.500ms)-->  UJEWNIS030  --(BBT0, 0.500ms)-->  UJEWNIS040  --(2SF0,BBSS,BC6X,BC6Y,BC6Z,BE87,BXE1, 14.000ms)-->  UJPWBCK010 -> [UJP_MESH --11.7812ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",32.1661913393263
1:K+zD/AdJ3Y2OAwdXBl41kdTPspI=,214.36.199.2,214.29.49.3,UURWMEA110,DK_SCHQMIAM_FL,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --2.2504ms-->] -> UJPWBRA010  --(2S61, 0.375ms)-->  UJEWBRA030  --(BC9Z, 6.500ms)-->  UJEWJKV030  --(B4Z0, 0.500ms)-->  UJEWJKV040  --(BCBM, 3.500ms)-->  UJEWSCD040  --(7VG0, N/A)-->  DK_SCHQMIAM_FL",14.125394817824569
1:SnJ97yxznirxI8bzPXShXFvw3cE=,214.36.199.3,131.68.59.34,UURWMEA120,DK_RDSNASNL_AL,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --3.0009ms-->] -> UJPWWPA010  --(B9N0, 0.335ms)-->  UJEWWPA030  --(B8N0, 0.500ms)-->  UJEWWPA040  --(BCD9, N/A)-->  UJEWRED040  --(7V25, N/A)-->  DK_RDSNASNL_AL",6.835927947788455
1:kORJMjkeUgZhv8Xs+0R9Jj70xFw=,214.36.199.2,140.20.208.104,UURWMEA110,DK_ASHBURN_VA,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(2PH0, 0.500ms)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010  --(BN94, 0.520ms)-->  UJEWPNT030  --(BFD4, 0.500ms)-->  UJEWPNT040  --(7ERM, N/A)-->  DK_ASHBURN_VA",2.02
1:T/UEbucCbskE0NIlPUZaRUkHkSc=,131.66.29.34,214.36.199.2,DK_OSHKOSH_WI,UURWMEA110,"DK_OSHKOSH_WI  --(7N73, N/A)-->  UJEWWPA040  --(B8N0, 0.500ms)-->  UJEWWPA030  --(B9N0, 0.500ms)-->  UJPWWPA010 -> [UJP_MESH --3.0009ms-->] -> UJPWMEC010  --(BHN2, 2.385ms)-->  UJEWMEA040  --(268D, N/A)-->  UURWMEA110",6.3859279477884545
1:Prm9cidTjEWaoWoeMGu6K7gEZt4=,214.36.199.3,131.68.52.34,UURWMEA120,DK_OCALA_FL,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(BVW2, 0.500ms)-->  UJPWPNT010 -> [UJP_MESH --2.2504ms-->] -> UJPWBRA010  --(2S61, 0.375ms)-->  UJEWBRA030  --(BC9Z, 6.500ms)-->  UJEWJKV030  --(702E, N/A)-->  DK_OCALA_FL",9.625394817824569
1:KWs2wHI2IqnfzgxVbeYBqORdO6Q=,214.36.199.3,131.66.220.34,UURWMEA120,DK_EAURORA_NY,"UURWMEA120  --(268Q, N/A)-->  UJEWMEA030  --(2PH0, 0.500ms)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010  --(BGF0, 0.340ms)-->  UJEWMEC030  --(7FQ3, N/A)-->  DK_EAURORA_NY",3.34
1:WMuB0yInWY5xs9dZpMJdmRtkUJs=,214.36.199.2,131.67.167.34,UURWMEA110,DK_LIMA_OH,"UURWMEA110  --(268D, N/A)-->  UJEWMEA040  --(BHN2, 2.500ms)-->  UJPWMEC010 -> [UJP_MESH --3.0009ms-->] -> UJPWWPA010  --(B9N0, 0.335ms)-->  UJEWWPA030  --(B8N0, 0.500ms)-->  UJEWWPA040  --(B01Q, 2.000ms)-->  UJEWKNO040  --(BRH4, 0.500ms)-->  UJEWKNO030  --(7SH3, N/A)-->  DK_LIMA_OH",8.835927947788456
